3.911497497558593750e+01 8.724882507324218750e+01
1.257321929931640625e+01 8.724882507324218750e+01
6.350519561767578125e+01 8.724882507324218750e+01
2.033920669555664062e+01 8.724882507324218750e+01
3.463297271728515625e+01 8.724882507324218750e+01
2.588982391357421875e+01 8.724882507324218750e+01
1.771935272216796875e+01 8.724882507324218750e+01
1.315780448913574219e+01 8.724882507324218750e+01
1.741257629394531250e+02 8.724882507324218750e+01
4.495048904418945312e+01 8.724882507324218750e+01
2.794205284118652344e+01 8.724882507324218750e+01
6.817588043212890625e+01 8.724882507324218750e+01
1.607110595703125000e+01 8.724882507324218750e+01
1.048494949340820312e+02 8.724882507324218750e+01
1.432998847961425781e+01 8.724882507324218750e+01
3.268519973754882812e+01 8.724882507324218750e+01
8.748587036132812500e+01 8.724882507324218750e+01
6.519819641113281250e+01 8.724882507324218750e+01
4.825934982299804688e+01 8.724882507324218750e+01
2.093344421386718750e+02 8.724882507324218750e+01
4.691989517211914062e+01 8.724882507324218750e+01
1.777459335327148438e+01 8.724882507324218750e+01
4.472670364379882812e+01 8.724882507324218750e+01
9.708700561523437500e+01 8.724882507324218750e+01
2.000468063354492188e+01 8.724882507324218750e+01
6.702737426757812500e+01 8.724882507324218750e+01
7.229264831542968750e+01 8.724882507324218750e+01
2.593302154541015625e+01 8.724882507324218750e+01
3.225124740600585938e+01 8.724882507324218750e+01
7.449110412597656250e+01 8.724882507324218750e+01
5.224946594238281250e+01 8.724882507324218750e+01
1.537049293518066406e+01 8.724882507324218750e+01
2.017391586303710938e+01 8.724882507324218750e+01
3.058496093750000000e+01 8.724882507324218750e+01
8.423305511474609375e+01 8.724882507324218750e+01
1.368613052368164062e+01 8.724882507324218750e+01
7.625805664062500000e+01 8.724882507324218750e+01
1.574163913726806641e+01 8.724882507324218750e+01
1.123305206298828125e+02 8.724882507324218750e+01
2.177812385559082031e+01 8.724882507324218750e+01
1.442100715637207031e+01 8.724882507324218750e+01
1.201821746826171875e+02 8.724882507324218750e+01
2.335687255859375000e+01 8.724882507324218750e+01
1.020724678039550781e+01 8.724882507324218750e+01
8.579561614990234375e+01 8.724882507324218750e+01
2.511496543884277344e+01 8.724882507324218750e+01
7.664803314208984375e+01 8.724882507324218750e+01
5.853625488281250000e+01 8.724882507324218750e+01
6.466997528076171875e+01 8.724882507324218750e+01
2.601467895507812500e+02 8.724882507324218750e+01
1.270092010498046875e+01 8.724882507324218750e+01
2.309575653076171875e+01 8.724882507324218750e+01
1.755233612060546875e+02 8.724882507324218750e+01
1.552496490478515625e+02 8.724882507324218750e+01
6.978356170654296875e+01 8.724882507324218750e+01
8.446762084960937500e+01 8.724882507324218750e+01
2.843765830993652344e+01 8.724882507324218750e+01
1.972081756591796875e+02 8.724882507324218750e+01
4.543677520751953125e+01 8.724882507324218750e+01
1.526372528076171875e+02 8.724882507324218750e+01
3.273766326904296875e+01 8.724882507324218750e+01
3.082432365417480469e+01 8.724882507324218750e+01
5.900410842895507812e+01 8.724882507324218750e+01
2.025220870971679688e+01 8.724882507324218750e+01
2.051013374328613281e+01 8.724882507324218750e+01
3.573264312744140625e+01 8.724882507324218750e+01
2.208643188476562500e+02 8.724882507324218750e+01
4.586605072021484375e+01 8.724882507324218750e+01
1.588180389404296875e+02 8.724882507324218750e+01
5.503664398193359375e+01 8.724882507324218750e+01
3.599839019775390625e+01 8.724882507324218750e+01
3.763190078735351562e+01 8.724882507324218750e+01
1.311782836914062500e+01 8.724882507324218750e+01
1.405438537597656250e+02 8.724882507324218750e+01
1.620943832397460938e+01 8.724882507324218750e+01
1.678797149658203125e+01 8.724882507324218750e+01
6.999954986572265625e+01 8.724882507324218750e+01
1.826180267333984375e+01 8.724882507324218750e+01
4.429990768432617188e+01 8.724882507324218750e+01
6.269223403930664062e+01 8.724882507324218750e+01
4.512234115600585938e+01 8.724882507324218750e+01
5.434414672851562500e+01 8.724882507324218750e+01
7.969718170166015625e+01 8.724882507324218750e+01
2.195178604125976562e+01 8.724882507324218750e+01
2.720829200744628906e+01 8.724882507324218750e+01
1.591582679748535156e+01 8.724882507324218750e+01
1.600511627197265625e+02 8.724882507324218750e+01
3.275183868408203125e+01 8.724882507324218750e+01
5.099120330810546875e+01 8.724882507324218750e+01
7.824742889404296875e+01 8.724882507324218750e+01
3.935151672363281250e+01 8.724882507324218750e+01
