8.759091200000000299e+01 1.309766520000000014e+02 5.546798700000000082e+01 1.096368000000000009e+00 -3.979699999999999904e-02 7.200000000000000000e+01 1.930000000000000000e+02 6.500000000000000000e+01 4.300000000000000000e+02 1.320000000000000000e+02 1.930000000000000000e+02 4.100000000000000000e+01 4.330000000000000000e+02
8.711131399999999303e+01 2.177396270000000129e+02 4.902739199999999897e+01 9.380760000000000209e-01 3.678640000000000243e-01 1.080000000000000000e+02 5.470000000000000000e+02 1.040000000000000000e+02 3.750000000000000000e+02 1.410000000000000000e+02 5.470000000000000000e+02 4.400000000000000000e+01 3.750000000000000000e+02
8.607585699999999918e+01 3.195385620000000131e+02 5.374607000000000312e+01 1.054065000000000030e+00 9.689280000000000115e-01 1.900000000000000000e+02 5.370000000000000000e+02 1.810000000000000000e+02 3.370000000000000000e+02 1.150000000000000000e+02 5.370000000000000000e+02 2.170000000000000000e+02 3.370000000000000000e+02
9.010331299999999999e+01 3.380945760000000178e+02 3.243430299999999988e+01 5.392280000000000406e-01 -8.475240000000000551e-01 1.110000000000000000e+02 4.480000000000000000e+02 1.040000000000000000e+02 3.790000000000000000e+02 1.080000000000000000e+02 4.480000000000000000e+02 1.830000000000000000e+02 3.790000000000000000e+02
8.883441399999999533e+01 2.307981359999999995e+02 4.741895999999999844e+01 8.986100000000000199e-01 -6.378239999999999466e-01 1.550000000000000000e+02 5.810000000000000000e+02 1.530000000000000000e+02 3.710000000000000000e+02 1.290000000000000000e+02 5.820000000000000000e+02 5.400000000000000000e+01 3.710000000000000000e+02
9.142229600000000289e+01 3.297062839999999824e+02 3.808294399999999769e+01 6.721759999999999957e-01 -1.730539999999999967e+00 9.400000000000000000e+01 4.870000000000000000e+02 9.100000000000000000e+01 3.760000000000000000e+02 1.180000000000000000e+02 4.870000000000000000e+02 2.000000000000000000e+02 3.760000000000000000e+02
8.725458899999999574e+01 2.285864170000000115e+02 7.268472599999999773e+01 1.511044000000000054e+00 -1.189920000000000005e-01 2.090000000000000000e+02 6.480000000000000000e+02 2.000000000000000000e+02 3.400000000000000000e+02 1.320000000000000000e+02 6.530000000000000000e+02 1.200000000000000000e+01 3.400000000000000000e+02
8.840592200000000389e+01 1.471923439999999914e+02 4.188919200000000131e+01 7.637559999999999905e-01 -2.565790000000000015e-01 1.430000000000000000e+02 3.670000000000000000e+02 1.380000000000000000e+02 4.960000000000000000e+02 1.130000000000000000e+02 3.660000000000000000e+02 2.500000000000000000e+01 4.960000000000000000e+02
8.767561899999999753e+01 3.469845799999999940e+02 3.163817200000000085e+01 5.208500000000000352e-01 2.823890000000000011e-01 1.430000000000000000e+02 4.240000000000000000e+02 1.400000000000000000e+02 3.830000000000000000e+02 1.180000000000000000e+02 4.240000000000000000e+02 1.950000000000000000e+02 3.830000000000000000e+02
8.795629300000000228e+01 3.391483949999999936e+02 4.150984799999999808e+01 7.545730000000000492e-01 -2.678999999999999958e-03 3.000000000000000000e+01 4.510000000000000000e+02 2.500000000000000000e+01 3.670000000000000000e+02 1.260000000000000000e+02 4.510000000000000000e+02 2.230000000000000000e+02 3.670000000000000000e+02
8.600030399999999986e+01 3.664839200000000119e+01 6.392548200000000236e+01 1.302640000000000020e+00 9.372160000000000490e-01 2.060000000000000000e+02 3.620000000000000000e+02 1.970000000000000000e+02 5.780000000000000000e+02 1.160000000000000000e+02 3.590000000000000000e+02 2.440000000000000000e+02 5.780000000000000000e+02
8.937759400000000198e+01 2.085688000000000102e+02 4.375539299999999798e+01 8.090779999999999639e-01 -8.478809999999999958e-01 4.600000000000000000e+01 4.980000000000000000e+02 4.100000000000000000e+01 3.780000000000000000e+02 1.220000000000000000e+02 4.980000000000000000e+02 2.600000000000000000e+01 3.780000000000000000e+02
8.766213399999999467e+01 4.740509099999999876e+01 6.392433299999999718e+01 1.302612000000000103e+00 -2.539839999999999876e-01 1.960000000000000000e+02 1.820000000000000000e+02 1.870000000000000000e+02 4.520000000000000000e+02 1.080000000000000000e+02 1.820000000000000000e+02 2.160000000000000000e+02 4.520000000000000000e+02
8.677785500000000241e+01 3.154816480000000070e+02 7.576453600000000677e+01 1.582472000000000101e+00 2.014029999999999987e-01 4.900000000000000000e+01 5.990000000000000000e+02 4.200000000000000000e+01 2.940000000000000000e+02 1.080000000000000000e+02 5.990000000000000000e+02 2.430000000000000000e+02 2.940000000000000000e+02
8.950410899999999970e+01 1.544300200000000132e+02 3.265626100000000065e+01 5.443689999999999918e-01 -5.772659999999999458e-01 1.690000000000000000e+02 3.720000000000000000e+02 1.670000000000000000e+02 4.460000000000000000e+02 1.160000000000000000e+02 3.720000000000000000e+02 4.100000000000000000e+01 4.460000000000000000e+02
8.764279399999999498e+01 3.003035540000000196e+02 5.873841999999999786e+01 1.176511000000000084e+00 -1.370689999999999964e-01 5.400000000000000000e+01 6.460000000000000000e+02 4.600000000000000000e+01 3.620000000000000000e+02 1.180000000000000000e+02 6.520000000000000000e+02 1.920000000000000000e+02 3.610000000000000000e+02
8.894363800000000708e+01 2.019686000000000092e+01 3.793550400000000167e+01 6.686569999999999458e-01 -4.484139999999999793e-01 1.890000000000000000e+02 3.650000000000000000e+02 1.860000000000000000e+02 4.450000000000000000e+02 1.240000000000000000e+02 3.700000000000000000e+02 2.130000000000000000e+02 4.450000000000000000e+02
8.761748400000000458e+01 5.612291499999999900e+01 3.879840300000000042e+01 6.892880000000000118e-01 2.215610000000000079e-01 9.600000000000000000e+01 2.230000000000000000e+02 9.200000000000000000e+01 4.070000000000000000e+02 1.210000000000000000e+02 2.220000000000000000e+02 1.750000000000000000e+02 4.070000000000000000e+02
9.055461800000000494e+01 2.019487180000000137e+02 3.405966500000000252e+01 5.770469999999999766e-01 -1.120934000000000097e+00 1.230000000000000000e+02 4.560000000000000000e+02 1.220000000000000000e+02 3.820000000000000000e+02 1.300000000000000000e+02 4.550000000000000000e+02 5.100000000000000000e+01 3.820000000000000000e+02
8.615744700000000478e+01 2.363517429999999990e+02 6.170092600000000260e+01 1.248734000000000011e+00 8.469649999999999679e-01 2.800000000000000000e+01 6.680000000000000000e+02 1.000000000000000000e+01 3.760000000000000000e+02 1.240000000000000000e+02 6.690000000000000000e+02 3.900000000000000000e+01 3.760000000000000000e+02
8.905862500000000637e+01 1.620123299999999844e+01 5.088237199999999660e+01 9.836570000000000036e-01 -8.716920000000000224e-01 1.310000000000000000e+02 3.660000000000000000e+02 1.260000000000000000e+02 4.520000000000000000e+02 1.160000000000000000e+02 3.700000000000000000e+02 2.380000000000000000e+02 4.520000000000000000e+02
8.704061799999999494e+01 3.086139109999999732e+02 4.171907800000000321e+01 7.596359999999999779e-01 4.950709999999999833e-01 1.310000000000000000e+02 5.480000000000000000e+02 1.250000000000000000e+02 3.610000000000000000e+02 1.240000000000000000e+02 5.480000000000000000e+02 1.890000000000000000e+02 3.610000000000000000e+02
8.687918799999999919e+01 2.655768799999999885e+01 3.172760399999999947e+01 5.229089999999999572e-01 6.432560000000000500e-01 4.500000000000000000e+01 3.640000000000000000e+02 4.200000000000000000e+01 4.490000000000000000e+02 1.100000000000000000e+02 3.680000000000000000e+02 1.810000000000000000e+02 4.490000000000000000e+02
8.850255799999999340e+01 1.966274760000000015e+02 3.428770500000000254e+01 5.823840000000000128e-01 -1.450299999999999923e-01 1.560000000000000000e+02 4.410000000000000000e+02 1.530000000000000000e+02 3.820000000000000000e+02 1.260000000000000000e+02 4.390000000000000000e+02 4.400000000000000000e+01 3.820000000000000000e+02
8.722716900000000351e+01 1.263030600000000021e+02 4.535869900000000143e+01 8.481840000000000490e-01 3.477339999999999876e-01 9.200000000000000000e+01 1.920000000000000000e+02 8.700000000000000000e+01 3.860000000000000000e+02 1.210000000000000000e+02 1.780000000000000000e+02 5.400000000000000000e+01 3.880000000000000000e+02
8.725987100000000396e+01 3.355706369999999765e+02 5.461998599999999726e+01 1.075541000000000080e+00 1.916940000000000033e-01 2.200000000000000000e+02 4.820000000000000000e+02 2.090000000000000000e+02 3.540000000000000000e+02 1.050000000000000000e+02 4.830000000000000000e+02 2.290000000000000000e+02 3.540000000000000000e+02
8.654846700000000226e+01 5.052602100000000007e+01 5.170864300000000213e+01 1.003972000000000087e+00 6.850709999999999855e-01 2.600000000000000000e+01 3.610000000000000000e+02 1.800000000000000000e+01 5.920000000000000000e+02 1.010000000000000000e+02 3.630000000000000000e+02 1.830000000000000000e+02 5.920000000000000000e+02
8.783386299999999380e+01 3.155487340000000245e+02 3.649210999999999672e+01 6.343269999999999742e-01 1.441350000000000131e-01 2.700000000000000000e+01 5.110000000000000000e+02 2.400000000000000000e+01 3.640000000000000000e+02 1.090000000000000000e+02 5.110000000000000000e+02 1.740000000000000000e+02 3.640000000000000000e+02
8.793287300000000073e+01 2.396532699999999849e+01 5.077915899999999993e+01 9.811199999999999921e-01 -1.674710000000000087e-01 1.560000000000000000e+02 3.650000000000000000e+02 1.510000000000000000e+02 4.860000000000000000e+02 1.210000000000000000e+02 3.680000000000000000e+02 2.370000000000000000e+02 4.860000000000000000e+02
8.856458700000000306e+01 1.883394130000000075e+02 3.766557099999999991e+01 6.622190000000000021e-01 -2.474959999999999938e-01 1.130000000000000000e+02 4.180000000000000000e+02 1.070000000000000000e+02 3.870000000000000000e+02 1.390000000000000000e+02 4.180000000000000000e+02 4.600000000000000000e+01 3.870000000000000000e+02
8.995246799999999610e+01 3.569947779999999966e+02 3.927390700000000123e+01 7.006879999999999775e-01 -1.014267000000000030e+00 1.740000000000000000e+02 3.990000000000000000e+02 1.710000000000000000e+02 3.870000000000000000e+02 1.180000000000000000e+02 3.990000000000000000e+02 2.160000000000000000e+02 3.870000000000000000e+02
8.694267600000000584e+01 4.584740200000000243e+01 4.768159500000000151e+01 9.050489999999999924e-01 4.863759999999999750e-01 1.360000000000000000e+02 3.040000000000000000e+02 1.330000000000000000e+02 4.960000000000000000e+02 1.160000000000000000e+02 3.040000000000000000e+02 2.010000000000000000e+02 4.960000000000000000e+02
8.705914900000000500e+01 1.836416289999999947e+02 4.461333599999999677e+01 8.299870000000000303e-01 4.535669999999999980e-01 4.700000000000000000e+01 4.040000000000000000e+02 3.900000000000000000e+01 3.860000000000000000e+02 1.250000000000000000e+02 4.040000000000000000e+02 1.400000000000000000e+01 3.870000000000000000e+02
8.904479700000000264e+01 1.832105850000000089e+02 4.567638399999999876e+01 8.559480000000000421e-01 -7.136689999999999978e-01 8.300000000000000000e+01 4.010000000000000000e+02 8.200000000000000000e+01 3.860000000000000000e+02 1.330000000000000000e+02 4.010000000000000000e+02 1.900000000000000000e+01 3.860000000000000000e+02
8.585295600000000604e+01 3.186650589999999852e+02 6.996379100000000051e+01 1.447070999999999996e+00 9.891299999999999537e-01 9.500000000000000000e+01 5.920000000000000000e+02 8.300000000000000000e+01 3.270000000000000000e+02 9.400000000000000000e+01 5.920000000000000000e+02 2.250000000000000000e+02 3.270000000000000000e+02
8.745303599999999733e+01 1.367247629999999958e+02 4.344951700000000017e+01 8.016339999999999577e-01 2.450180000000000136e-01 7.900000000000000000e+01 2.890000000000000000e+02 7.400000000000000000e+01 4.600000000000000000e+02 1.070000000000000000e+02 2.890000000000000000e+02 2.800000000000000000e+01 4.600000000000000000e+02
8.896712200000000337e+01 2.049493850000000066e+02 3.968656699999999660e+01 7.106000000000000094e-01 -5.062940000000000218e-01 2.160000000000000000e+02 4.730000000000000000e+02 2.160000000000000000e+02 3.760000000000000000e+02 1.160000000000000000e+02 4.720000000000000000e+02 2.600000000000000000e+01 3.760000000000000000e+02
8.611821299999999724e+01 3.454000400000000326e+01 5.744146099999999677e+01 1.144770000000000065e+00 9.126859999999999973e-01 1.120000000000000000e+02 3.650000000000000000e+02 1.030000000000000000e+02 5.550000000000000000e+02 1.150000000000000000e+02 3.680000000000000000e+02 2.330000000000000000e+02 5.550000000000000000e+02
8.672435299999999359e+01 1.397628139999999917e+02 4.520652400000000171e+01 8.444660000000000499e-01 6.399569999999999981e-01 1.890000000000000000e+02 3.390000000000000000e+02 1.830000000000000000e+02 5.060000000000000000e+02 1.280000000000000000e+02 3.390000000000000000e+02 4.200000000000000000e+01 5.070000000000000000e+02
8.647297299999999609e+01 2.275232369999999946e+02 6.711438800000000526e+01 1.379301000000000110e+00 5.583329999999999682e-01 5.000000000000000000e+01 6.220000000000000000e+02 3.900000000000000000e+01 3.410000000000000000e+02 1.250000000000000000e+02 6.250000000000000000e+02 1.200000000000000000e+01 3.410000000000000000e+02
8.825633999999999446e+01 2.692923000000000044e+01 3.412297399999999925e+01 5.785280000000000422e-01 -2.393899999999999847e-02 1.830000000000000000e+02 3.650000000000000000e+02 1.770000000000000000e+02 4.580000000000000000e+02 1.130000000000000000e+02 3.700000000000000000e+02 1.890000000000000000e+02 4.580000000000000000e+02
8.807408100000000672e+01 1.269293509999999969e+02 4.060232100000000344e+01 7.326510000000000522e-01 -4.988499999999999879e-02 1.850000000000000000e+02 3.280000000000000000e+02 1.790000000000000000e+02 5.030000000000000000e+02 1.130000000000000000e+02 3.290000000000000000e+02 5.200000000000000000e+01 5.150000000000000000e+02
8.870977700000000254e+01 1.854779110000000060e+02 4.270850000000000080e+01 7.836239999999999872e-01 -4.438739999999999908e-01 2.070000000000000000e+02 4.090000000000000000e+02 1.990000000000000000e+02 3.860000000000000000e+02 1.260000000000000000e+02 4.090000000000000000e+02 2.000000000000000000e+01 3.860000000000000000e+02
8.670221100000000547e+01 2.137765359999999930e+02 3.478951800000000105e+01 5.941520000000000135e-01 7.168350000000000000e-01 3.300000000000000000e+01 4.900000000000000000e+02 2.600000000000000000e+01 3.790000000000000000e+02 1.230000000000000000e+02 4.900000000000000000e+02 5.100000000000000000e+01 3.790000000000000000e+02
8.845385400000000686e+01 2.233251830000000098e+02 5.574286699999999684e+01 1.103115999999999985e+00 -6.147380000000000067e-01 1.460000000000000000e+02 5.810000000000000000e+02 1.340000000000000000e+02 3.620000000000000000e+02 1.220000000000000000e+02 5.810000000000000000e+02 2.100000000000000000e+01 3.620000000000000000e+02
8.726902400000000171e+01 2.396741529999999898e+02 6.190866400000000169e+01 1.253781000000000034e+00 6.330900000000000416e-02 6.000000000000000000e+01 6.740000000000000000e+02 5.400000000000000000e+01 3.690000000000000000e+02 1.140000000000000000e+02 6.760000000000000000e+02 3.600000000000000000e+01 3.690000000000000000e+02
8.934013699999999858e+01 3.196858659999999759e+02 3.679252999999999929e+01 6.414520000000000222e-01 -6.189740000000000242e-01 1.550000000000000000e+02 5.050000000000000000e+02 1.520000000000000000e+02 3.680000000000000000e+02 1.050000000000000000e+02 5.050000000000000000e+02 1.750000000000000000e+02 3.680000000000000000e+02
8.867099899999999479e+01 4.509207099999999713e+01 3.463866600000000062e+01 5.906109999999999971e-01 -2.335770000000000068e-01 4.900000000000000000e+01 3.600000000000000000e+02 4.500000000000000000e+01 4.960000000000000000e+02 1.240000000000000000e+02 3.610000000000000000e+02 1.850000000000000000e+02 5.020000000000000000e+02
8.827146999999999366e+01 3.077657179999999926e+02 6.340861600000000209e+01 1.290143999999999957e+00 -6.786649999999999627e-01 8.200000000000000000e+01 6.390000000000000000e+02 7.700000000000000000e+01 3.540000000000000000e+02 1.020000000000000000e+02 6.420000000000000000e+02 1.990000000000000000e+02 3.540000000000000000e+02
