4.825729710624082713e+01 8.809997540241488423e+01 -3.224567036853308366e+01
4.025836638513789012e+01 8.544094484331805006e+01 -2.935708827202459048e+01
3.888857935178398861e+01 9.000000000000000000e+01 2.588477180053921245e+01
5.795910865429177505e+01 8.723096758207026369e+01 1.978807978536024237e+01
3.088510637831769046e+01 8.479850395328850254e+01 -2.423568102143709524e+01
5.622246740405475407e+01 8.632876277906316886e+01 -2.390300840625408796e+01
4.969442689074902120e+01 8.445714125904189018e+01 -3.020695619842616608e+01
3.576343965560361227e+01 8.807714682899090519e+01 -2.590056441171329737e+01
3.762501295680839775e+01 8.450948147091919793e+01 2.890766929820751940e+01
3.816172789589067094e+01 8.939943150513775549e+01 1.725769351058925238e+01
3.880474713227751948e+01 8.704566164273816753e+01 2.982219231100081203e+01
3.361807662552990195e+01 8.658935687027980066e+01 2.370328893749594812e+01
3.910553843127594575e+01 8.824153474993886448e+01 1.878145636844664779e+01
2.752254900985735731e+01 8.916726031847996126e+01 -1.732292741944016257e+01
5.082303477754943799e+01 8.729333302895133784e+01 2.933953953257125846e+01
6.195640829647890513e+01 8.555662416061605313e+01 3.377755895475523573e+01
4.259112303050953585e+01 8.676968490943502843e+01 -1.833943990396615220e+01
5.259829974438337530e+01 8.738475137022224715e+01 -3.877461834563281684e+01
4.239565430560070780e+01 8.621317225137566709e+01 -3.179538495654269070e+01
5.383983510375936987e+01 8.445757562333535873e+01 -3.664593849442279350e+01
3.185077261229309897e+01 8.712057700658930059e+01 2.458191013737652497e+01
6.739398816660131786e+01 8.727845965136503992e+01 -3.401909137835645680e+01
5.043582064366553652e+01 8.636231301014241524e+01 -2.531950370495660252e+01
6.205683188819745055e+01 8.778357727002615718e+01 3.128278640327235394e+01
5.303153872932598034e+01 8.610753222010977481e+01 -3.896374651506866371e+01
4.417023654000507804e+01 8.740479652137274513e+01 -3.305782550359322158e+01
5.100610082137234258e+01 8.730305472382958953e+01 -2.603318382457011637e+01
4.072126368373162819e+01 8.943718150399747913e+01 3.093979865820756103e+01
