  5  0.0297445
  7  0.0484415
  9  0.0706521
 10  0.0829693
 12  0.109853
 14  0.139759 
 16  0.17258
 18  0.208164
 20  0.246359
 22  0.287004
 25  0.352155
 27  0.398066
 30  0.469975
 32  0.519555
 35  0.595805
 37  0.647504
 40  0.725638
 45  0.855829
 50  0.984473
 55  1.10985
 60  1.23172
 65  1.3494
 70  1.46316
 75  1.57304
 80  1.67937
 85  1.78225
 90  1.88213
100  2.07349
110  2.25527
120  2.42759
130  2.59374
140  2.75236
150  2.90561
200  3.6042
