# theta phi range e3 ex4
8.966233499999999879e+01 1.435084090000000003e+02 3.937639000000000067e+01 7.031479999999999952e-01 -8.648219999999999796e-01
8.835774299999999926e+01 3.708950899999999962e+01 5.819261699999999848e+01 1.163160999999999889e+00 -6.111820000000000030e-01
8.747180099999999925e+01 1.569662849999999992e+02 4.123610099999999790e+01 7.479529999999999790e-01 2.655870000000000175e-01
8.649602400000000557e+01 2.226388210000000072e+02 4.025912000000000290e+01 7.243779999999999664e-01 8.003519999999999524e-01
8.626839900000000227e+01 2.200664820000000077e+02 4.147590699999999941e+01 7.537519999999999776e-01 9.184750000000000414e-01
8.806203499999999451e+01 2.217586550000000045e+02 5.051485600000000176e+01 9.746230000000000171e-01 -2.422690000000000121e-01
8.706122200000000078e+01 3.140164490000000228e+02 4.605392100000000255e+01 8.651799999999999491e-01 4.355069999999999775e-01
8.765902699999999470e+01 3.321715120000000070e+02 5.294606000000000279e+01 1.034397999999999929e+00 -3.691500000000000337e-02
8.733187300000000164e+01 2.213313410000000090e+02 5.387361099999999681e+01 1.057199999999999918e+00 1.570759999999999934e-01
8.720380099999999857e+01 2.393705900000000142e+01 5.343036399999999730e+01 1.046305000000000041e+00 2.466339999999999921e-01
8.818186500000000194e+01 2.071025359999999864e+02 4.453367399999999776e+01 8.280429999999999735e-01 -1.875979999999999870e-01
8.621738399999999558e+01 2.475058950000000095e+02 5.558251800000000031e+01 1.099180000000000046e+00 8.625319999999999654e-01
8.880201700000000642e+01 1.926610589999999945e+02 3.340236099999999908e+01 5.617060000000000386e-01 -2.683760000000000034e-01
8.847109899999999527e+01 8.171155999999999864e+00 4.041794900000000013e+01 7.282049999999999912e-01 -2.594609999999999972e-01
8.892322799999999461e+01 1.473842009999999902e+02 3.941456600000000066e+01 7.040650000000000519e-01 -4.759599999999999942e-01
8.769868300000000261e+01 3.369523859999999900e+02 5.450693199999999905e+01 1.072762999999999911e+00 -9.211500000000000243e-02
8.711518200000000434e+01 2.208047400000000096e+02 5.127742599999999840e+01 9.933699999999999752e-01 3.345440000000000080e-01
8.759091200000000299e+01 1.309766520000000014e+02 5.546798700000000082e+01 1.096368000000000009e+00 -3.979699999999999904e-02
8.711131399999999303e+01 2.177396270000000129e+02 4.902739199999999897e+01 9.380760000000000209e-01 3.678640000000000243e-01
8.607585699999999918e+01 3.195385620000000131e+02 5.374607000000000312e+01 1.054065000000000030e+00 9.689280000000000115e-01
9.010331299999999999e+01 3.380945760000000178e+02 3.243430299999999988e+01 5.392280000000000406e-01 -8.475240000000000551e-01
8.883441399999999533e+01 2.307981359999999995e+02 4.741895999999999844e+01 8.986100000000000199e-01 -6.378239999999999466e-01
9.142229600000000289e+01 3.297062839999999824e+02 3.808294399999999769e+01 6.721759999999999957e-01 -1.730539999999999967e+00
8.725458899999999574e+01 2.285864170000000115e+02 7.268472599999999773e+01 1.511044000000000054e+00 -1.189920000000000005e-01
8.840592200000000389e+01 1.471923439999999914e+02 4.188919200000000131e+01 7.637559999999999905e-01 -2.565790000000000015e-01
8.767561899999999753e+01 3.469845799999999940e+02 3.163817200000000085e+01 5.208500000000000352e-01 2.823890000000000011e-01
8.795629300000000228e+01 3.391483949999999936e+02 4.150984799999999808e+01 7.545730000000000492e-01 -2.678999999999999958e-03
8.600030399999999986e+01 3.664839200000000119e+01 6.392548200000000236e+01 1.302640000000000020e+00 9.372160000000000490e-01
8.937759400000000198e+01 2.085688000000000102e+02 4.375539299999999798e+01 8.090779999999999639e-01 -8.478809999999999958e-01
8.766213399999999467e+01 4.740509099999999876e+01 6.392433299999999718e+01 1.302612000000000103e+00 -2.539839999999999876e-01
8.677785500000000241e+01 3.154816480000000070e+02 7.576453600000000677e+01 1.582472000000000101e+00 2.014029999999999987e-01
8.950410899999999970e+01 1.544300200000000132e+02 3.265626100000000065e+01 5.443689999999999918e-01 -5.772659999999999458e-01
8.764279399999999498e+01 3.003035540000000196e+02 5.873841999999999786e+01 1.176511000000000084e+00 -1.370689999999999964e-01
8.894363800000000708e+01 2.019686000000000092e+01 3.793550400000000167e+01 6.686569999999999458e-01 -4.484139999999999793e-01
8.761748400000000458e+01 5.612291499999999900e+01 3.879840300000000042e+01 6.892880000000000118e-01 2.215610000000000079e-01
9.055461800000000494e+01 2.019487180000000137e+02 3.405966500000000252e+01 5.770469999999999766e-01 -1.120934000000000097e+00
8.615744700000000478e+01 2.363517429999999990e+02 6.170092600000000260e+01 1.248734000000000011e+00 8.469649999999999679e-01
8.905862500000000637e+01 1.620123299999999844e+01 5.088237199999999660e+01 9.836570000000000036e-01 -8.716920000000000224e-01
8.704061799999999494e+01 3.086139109999999732e+02 4.171907800000000321e+01 7.596359999999999779e-01 4.950709999999999833e-01
8.687918799999999919e+01 2.655768799999999885e+01 3.172760399999999947e+01 5.229089999999999572e-01 6.432560000000000500e-01
8.850255799999999340e+01 1.966274760000000015e+02 3.428770500000000254e+01 5.823840000000000128e-01 -1.450299999999999923e-01
8.722716900000000351e+01 1.263030600000000021e+02 4.535869900000000143e+01 8.481840000000000490e-01 3.477339999999999876e-01
8.725987100000000396e+01 3.355706369999999765e+02 5.461998599999999726e+01 1.075541000000000080e+00 1.916940000000000033e-01
8.654846700000000226e+01 5.052602100000000007e+01 5.170864300000000213e+01 1.003972000000000087e+00 6.850709999999999855e-01
8.783386299999999380e+01 3.155487340000000245e+02 3.649210999999999672e+01 6.343269999999999742e-01 1.441350000000000131e-01
8.793287300000000073e+01 2.396532699999999849e+01 5.077915899999999993e+01 9.811199999999999921e-01 -1.674710000000000087e-01
8.856458700000000306e+01 1.883394130000000075e+02 3.766557099999999991e+01 6.622190000000000021e-01 -2.474959999999999938e-01
8.995246799999999610e+01 3.569947779999999966e+02 3.927390700000000123e+01 7.006879999999999775e-01 -1.014267000000000030e+00
8.694267600000000584e+01 4.584740200000000243e+01 4.768159500000000151e+01 9.050489999999999924e-01 4.863759999999999750e-01
8.705914900000000500e+01 1.836416289999999947e+02 4.461333599999999677e+01 8.299870000000000303e-01 4.535669999999999980e-01
8.904479700000000264e+01 1.832105850000000089e+02 4.567638399999999876e+01 8.559480000000000421e-01 -7.136689999999999978e-01
8.585295600000000604e+01 3.186650589999999852e+02 6.996379100000000051e+01 1.447070999999999996e+00 9.891299999999999537e-01
8.745303599999999733e+01 1.367247629999999958e+02 4.344951700000000017e+01 8.016339999999999577e-01 2.450180000000000136e-01
8.896712200000000337e+01 2.049493850000000066e+02 3.968656699999999660e+01 7.106000000000000094e-01 -5.062940000000000218e-01
8.611821299999999724e+01 3.454000400000000326e+01 5.744146099999999677e+01 1.144770000000000065e+00 9.126859999999999973e-01
8.672435299999999359e+01 1.397628139999999917e+02 4.520652400000000171e+01 8.444660000000000499e-01 6.399569999999999981e-01
8.647297299999999609e+01 2.275232369999999946e+02 6.711438800000000526e+01 1.379301000000000110e+00 5.583329999999999682e-01
8.825633999999999446e+01 2.692923000000000044e+01 3.412297399999999925e+01 5.785280000000000422e-01 -2.393899999999999847e-02
8.807408100000000672e+01 1.269293509999999969e+02 4.060232100000000344e+01 7.326510000000000522e-01 -4.988499999999999879e-02
8.870977700000000254e+01 1.854779110000000060e+02 4.270850000000000080e+01 7.836239999999999872e-01 -4.438739999999999908e-01
8.670221100000000547e+01 2.137765359999999930e+02 3.478951800000000105e+01 5.941520000000000135e-01 7.168350000000000000e-01
8.845385400000000686e+01 2.233251830000000098e+02 5.574286699999999684e+01 1.103115999999999985e+00 -6.147380000000000067e-01
8.726902400000000171e+01 2.396741529999999898e+02 6.190866400000000169e+01 1.253781000000000034e+00 6.330900000000000416e-02
8.934013699999999858e+01 3.196858659999999759e+02 3.679252999999999929e+01 6.414520000000000222e-01 -6.189740000000000242e-01
8.867099899999999479e+01 4.509207099999999713e+01 3.463866600000000062e+01 5.906109999999999971e-01 -2.335770000000000068e-01
8.827146999999999366e+01 3.077657179999999926e+02 6.340861600000000209e+01 1.290143999999999957e+00 -6.786649999999999627e-01
8.677641099999999597e+01 2.671008899999999997e+01 5.512681099999999645e+01 1.087990000000000013e+00 5.003189999999999582e-01
8.795803700000000447e+01 3.198685249999999769e+02 3.197941600000000051e+01 5.287150000000000460e-01 1.495839999999999947e-01
8.678851899999999375e+01 1.435551749999999913e+02 3.901220500000000158e+01 6.944110000000000005e-01 6.525619999999999754e-01
9.188823600000000624e+01 3.425197099999999750e+02 3.188079199999999958e+01 5.264400000000000190e-01 -1.642570000000000086e+00
8.717026500000000055e+01 3.099259020000000078e+02 5.323943700000000234e+01 1.041611000000000065e+00 2.710609999999999964e-01
8.608400199999999813e+01 3.024271899999999960e+02 5.161637300000000295e+01 1.001703999999999928e+00 9.777649999999999952e-01
8.724071399999999699e+01 3.461591450000000236e+02 5.114040800000000075e+01 9.900010000000000199e-01 2.580000000000000071e-01
8.618627600000000655e+01 3.110544439999999895e+02 5.809008800000000150e+01 1.160652000000000017e+00 8.611630000000000118e-01
8.957192100000000323e+01 1.406843200000000138e+02 3.781343900000000247e+01 6.657440000000000024e-01 -7.677349999999999453e-01
8.777719899999999598e+01 1.583789120000000139e+02 3.405158999999999736e+01 5.768579999999999819e-01 2.061040000000000094e-01
8.765831099999999765e+01 3.208084140000000275e+02 5.586574900000000099e+01 1.106131999999999893e+00 -9.178200000000000247e-02
8.727109099999999842e+01 3.547938139999999976e+02 3.660450300000000112e+01 6.369909999999999739e-01 4.247250000000000192e-01
8.622807000000000244e+01 5.546262600000000020e+01 6.436075499999999749e+01 1.313148999999999900e+00 7.693879999999999608e-01
8.798710900000000379e+01 1.572325329999999894e+02 4.684383900000000267e+01 8.845169999999999977e-01 -1.213010000000000060e-01
8.904179600000000505e+01 1.694089600000000075e+02 4.726954599999999829e+01 8.949470000000000480e-01 -7.572060000000000457e-01
8.701814899999999398e+01 1.325870400000000018e+02 5.037292800000000170e+01 9.711349999999999705e-01 4.072410000000000196e-01
8.787598500000000001e+01 2.750718000000000174e+01 4.425977999999999923e+01 8.213650000000000118e-01 -7.620000000000000037e-03
8.828258800000000406e+01 8.779797999999999547e+00 4.042784400000000034e+01 7.284439999999999804e-01 -1.585129999999999872e-01
8.804737099999999828e+01 3.351614619999999718e+02 3.440132799999999946e+01 5.850450000000000372e-01 7.156899999999999373e-02
8.893369300000000521e+01 1.955425970000000007e+02 4.423930599999999913e+01 8.208659999999999846e-01 -6.098320000000000407e-01
8.808429200000000492e+01 5.496775499999999681e+01 5.017102799999999974e+01 9.661720000000000308e-01 -2.487179999999999946e-01
8.639216199999999901e+01 1.934878390000000081e+02 4.659975299999999976e+01 8.785389999999999588e-01 8.227200000000000069e-01
8.814906999999999471e+01 3.239031529999999748e+02 4.798503199999999680e+01 9.124919999999999698e-01 -2.413770000000000082e-01
8.731846299999999417e+01 1.486855020000000138e+02 2.948995299999999986e+01 4.717879999999999852e-01 4.583980000000000277e-01
8.821129999999999427e+01 3.368774299999999755e+01 5.770324300000000051e+01 1.151181999999999928e+00 -5.003659999999999775e-01
8.638702100000000428e+01 2.376268919999999980e+02 6.077773299999999779e+01 1.226275000000000004e+00 6.963200000000000500e-01
8.844066499999999564e+01 2.200532199999999960e+01 5.353802499999999753e+01 1.048950999999999967e+00 -5.513000000000000123e-01
8.850403400000000431e+01 2.315358400000000074e+02 5.473593300000000283e+01 1.078389000000000042e+00 -6.223469999999999835e-01
8.771731900000000337e+01 3.242737999999999943e+02 4.885144100000000122e+01 9.337560000000000304e-01 2.239999999999999804e-03
8.570682999999999652e+01 3.306001989999999751e+02 4.929262200000000149e+01 9.445900000000000407e-01 1.221173999999999982e+00
8.713154099999999858e+01 5.427852399999999733e+01 4.399487400000000292e+01 8.149100000000000232e-01 4.195030000000000148e-01
8.522718700000000069e+01 4.011334099999999836e+01 3.989177999999999713e+01 7.155350000000000321e-01 1.475271999999999917e+00
8.846155299999999500e+01 1.444279579999999896e+02 4.379125400000000212e+01 8.099509999999999765e-01 -3.304670000000000107e-01
8.823073800000000233e+01 2.600383000000000067e+01 5.307764000000000237e+01 1.037633000000000028e+00 -4.054809999999999803e-01
8.710188200000000336e+01 1.932350900000000138e+01 3.860441399999999845e+01 6.846430000000000016e-01 4.923150000000000026e-01
8.916728700000000174e+01 1.672274390000000039e+02 4.104176300000000310e+01 7.432569999999999455e-01 -6.508310000000000484e-01
8.644361000000000672e+01 1.317578169999999886e+02 6.445265399999999545e+01 1.315366000000000035e+00 6.132180000000000408e-01
8.620965200000000550e+01 3.312970050000000128e+02 3.569944999999999879e+01 6.155770000000000408e-01 9.562230000000000452e-01
8.884774600000000078e+01 2.738699300000000036e+01 4.504329500000000053e+01 8.404800000000000049e-01 -5.821479999999999988e-01
8.769287199999999416e+01 3.089348309999999742e+02 6.114605499999999694e+01 1.235241000000000033e+00 -2.195090000000000097e-01
8.750585800000000347e+01 1.507998589999999979e+02 4.995807800000000043e+01 9.609389999999999876e-01 1.122510000000000036e-01
8.881861600000000578e+01 3.334211230000000228e+02 5.330900700000000114e+01 1.043320999999999943e+00 -7.884400000000000297e-01
8.732358800000000087e+01 1.603162220000000104e+02 4.134545200000000165e+01 7.505969999999999587e-01 3.447810000000000041e-01
8.832365699999999720e+01 1.507711419999999976e+02 3.859973099999999846e+01 6.845310000000000006e-01 -1.429690000000000127e-01
8.703631199999999524e+01 2.897710400000000064e+01 3.245359100000000296e+01 5.396739999999999871e-01 5.684580000000000188e-01
8.945119699999999341e+01 3.474794600000000173e+02 3.535271300000000139e+01 6.074009999999999687e-01 -6.318580000000000307e-01
8.736818100000000697e+01 1.868977999999999895e+01 2.667831800000000086e+01 4.088609999999999745e-01 4.517499999999999849e-01
8.771697199999999839e+01 1.323152699999999982e+02 5.362487800000000249e+01 1.051085999999999965e+00 -8.697399999999999576e-02
8.679039400000000626e+01 3.338443159999999921e+02 4.865023699999999707e+01 9.288159999999999750e-01 5.671610000000000262e-01
8.544189400000000489e+01 3.453610850000000028e+02 3.476564400000000177e+01 5.935920000000000085e-01 1.326189999999999980e+00
8.626723400000000197e+01 3.060815529999999853e+02 5.220991699999999724e+01 1.016297999999999924e+00 8.580769999999999786e-01
8.839228099999999699e+01 5.043902800000000042e+01 3.206376900000000063e+01 5.306619999999999671e-01 -5.046400000000000191e-02
8.732483100000000320e+01 8.386734000000000577e+00 5.017536100000000232e+01 9.662789999999999990e-01 2.204190000000000038e-01
8.773328999999999667e+01 1.414702080000000137e+02 4.912259499999999690e+01 9.404139999999999722e-01 -1.243299999999999961e-02
8.798514500000000282e+01 3.505309189999999830e+02 3.859336499999999859e+01 6.843780000000000419e-01 3.322399999999999659e-02
8.705212099999999964e+01 4.453118599999999816e+01 3.986810299999999785e+01 7.149649999999999617e-01 5.068040000000000322e-01
8.926178500000000327e+01 1.480873009999999965e+02 3.870456099999999822e+01 6.870399999999999840e-01 -6.341299999999999715e-01
8.630631300000000294e+01 3.280121510000000171e+02 5.824256900000000314e+01 1.164382999999999946e+00 7.784790000000000321e-01
9.026192600000000255e+01 2.060433659999999918e+02 3.163805299999999932e+01 5.208469999999999489e-01 -8.914509999999999934e-01
8.815940200000000004e+01 5.384434600000000160e+01 4.685367200000000310e+01 8.847580000000000444e-01 -2.233839999999999992e-01
8.749768600000000163e+01 2.111670340000000010e+02 4.780549400000000304e+01 9.080880000000000063e-01 1.526490000000000069e-01
8.716401899999999614e+01 3.020704630000000179e+02 6.042496500000000026e+01 1.217681000000000013e+00 1.617649999999999921e-01
8.792301199999999994e+01 1.334383589999999913e+02 5.401113300000000095e+01 1.060580000000000078e+00 -2.278040000000000065e-01
8.891960699999999918e+01 2.048968199999999911e+02 4.319195799999999963e+01 7.953700000000000214e-01 -5.736259999999999692e-01
8.830959599999999909e+01 1.657220649999999864e+02 3.303088999999999942e+01 5.530640000000000001e-01 -2.963800000000000115e-02
8.773702799999999513e+01 3.125588589999999840e+02 5.507498300000000313e+01 1.086716999999999933e+00 -1.282179999999999986e-01
8.634911599999999510e+01 1.643801990000000046e+02 3.274400700000000342e+01 5.464040000000000008e-01 8.859519999999999618e-01
8.709955800000000181e+01 2.347612169999999878e+02 5.339597400000000249e+01 1.045458999999999916e+00 3.141240000000000143e-01
8.761858499999999594e+01 3.218428809999999771e+02 3.815468599999999810e+01 6.738899999999999890e-01 2.298570000000000058e-01
8.714938399999999774e+01 4.688663600000000287e+01 5.974822199999999839e+01 1.201176999999999939e+00 1.829369999999999885e-01
8.860337900000000388e+01 2.928912800000000161e+01 5.550492500000000007e+01 1.097275000000000000e+00 -7.072840000000000238e-01
9.124781799999999521e+01 1.886591209999999990e+02 4.333726500000000215e+01 7.989030000000000298e-01 -1.886617999999999906e+00
8.631162999999999386e+01 2.186753569999999911e+02 4.471091100000000296e+01 8.323669999999999680e-01 8.806979999999999809e-01
8.690002300000000446e+01 1.478515910000000133e+02 5.010479899999999986e+01 9.645449999999999857e-01 4.836050000000000071e-01
8.845337899999999820e+01 3.541473240000000260e+02 4.627284699999999873e+01 8.705370000000000053e-01 -3.835459999999999980e-01
8.734267199999999320e+01 1.478696429999999964e+02 4.726058799999999849e+01 8.947279999999999678e-01 2.535299999999999776e-01
8.715055200000000468e+01 1.384607819999999947e+02 5.828449499999999972e+01 1.165408999999999917e+00 2.057199999999999862e-01
8.921363499999999647e+01 1.413939290000000142e+02 4.657775600000000082e+01 8.780010000000000314e-01 -8.387769999999999948e-01
8.804668700000000570e+01 2.127465530000000058e+02 4.995378800000000297e+01 9.608339999999999659e-01 -2.209019999999999873e-01
8.696152399999999716e+01 3.070655350000000112e+02 6.088555199999999701e+01 1.228900000000000103e+00 2.951900000000000079e-01
8.683165900000000192e+01 1.518433540000000050e+02 3.038512499999999861e+01 4.921349999999999891e-01 6.674529999999999630e-01
8.641324899999999332e+01 3.282368129999999837e+02 5.438146100000000160e+01 1.069679999999999964e+00 7.454460000000000530e-01
8.724207400000000234e+01 3.046007680000000164e+02 6.054399800000000198e+01 1.220582000000000056e+00 1.056239999999999957e-01
8.607064300000000401e+01 3.114744360000000256e+02 7.282188499999999465e+01 1.514248000000000038e+00 7.933879999999999821e-01
8.869773999999999603e+01 3.512116169999999897e+02 4.871283499999999833e+01 9.303529999999999855e-01 -5.898250000000000437e-01
8.795482300000000464e+01 3.534850220000000149e+02 4.834351300000000151e+01 9.212869999999999671e-01 -1.318590000000000040e-01
8.777490199999999732e+01 2.269482230000000129e+02 5.400571200000000260e+01 1.060446999999999917e+00 -1.318139999999999867e-01
8.819106200000000229e+01 3.440365550000000212e+02 4.998712400000000144e+01 9.616529999999999800e-01 -3.106180000000000052e-01
8.666661200000000065e+01 3.084284269999999992e+02 4.833121700000000232e+01 9.209859999999999713e-01 6.451569999999999805e-01
8.810735999999999990e+01 3.340581419999999753e+02 3.734725099999999998e+01 6.546370000000000244e-01 -7.860999999999999932e-03
8.912998399999999322e+01 2.317663389999999879e+02 4.193958700000000306e+01 7.649759999999999893e-01 -6.559730000000000283e-01
8.180332900000000507e+01 1.961741849999999943e+02 2.927770500000000098e+01 4.669840000000000102e-01 2.818290000000000184e+00
8.648110400000000197e+01 3.166193729999999960e+02 3.427331499999999664e+01 5.820469999999999811e-01 8.243359999999999577e-01
8.637069400000000030e+01 1.466751649999999927e+02 4.369640900000000272e+01 8.076419999999999710e-01 8.523939999999999850e-01
8.878271599999999353e+01 2.304198179999999923e+02 4.848410200000000003e+01 9.247379999999999489e-01 -6.352780000000000094e-01
8.652206099999999367e+01 4.975719099999999884e+01 5.088492099999999851e+01 9.837200000000000388e-01 7.095089999999999453e-01
8.621398999999999546e+01 2.122484000000000037e+02 5.116906399999999877e+01 9.907059999999999755e-01 8.993179999999999508e-01
8.811485399999999402e+01 3.521234799999999723e+02 4.527999200000000002e+01 8.462610000000000410e-01 -1.644750000000000101e-01
8.852645200000000614e+01 1.367097799999999985e+01 3.170584099999999950e+01 5.224079999999999835e-01 -1.049520000000000036e-01
8.719590100000000632e+01 3.417920129999999972e+02 5.450427100000000280e+01 1.072697999999999929e+00 2.351749999999999952e-01
8.791516500000000178e+01 7.424680000000000391e+00 4.217837399999999803e+01 7.707629999999999759e-01 7.922000000000000222e-03
8.783491800000000183e+01 7.410414000000000279e+00 5.062685599999999653e+01 9.773760000000000225e-01 -1.035009999999999958e-01
8.627386599999999817e+01 3.091137550000000260e+02 5.542385500000000320e+01 1.095283999999999924e+00 8.267860000000000209e-01
8.765681399999999712e+01 3.233842200000000133e+01 3.702575999999999823e+01 6.469909999999999828e-01 2.256390000000000062e-01
8.711041600000000074e+01 1.568923959999999909e+02 5.180934400000000295e+01 1.006448999999999927e+00 3.300139999999999740e-01
8.534238799999999969e+01 3.505679630000000202e+02 4.412127499999999714e+01 8.179899999999999949e-01 1.433553999999999995e+00
8.844831600000000549e+01 1.651744119999999896e+02 2.857633399999999924e+01 4.511720000000000175e-01 -1.364199999999999961e-02
8.658487499999999670e+01 2.145878429999999923e+02 4.437739200000000039e+01 8.242319999999999647e-01 7.266669999999999519e-01
9.036018300000000636e+01 1.796378210000000024e+02 3.200439200000000284e+01 5.292909999999999560e-01 -9.499049999999999994e-01
8.845251399999999364e+01 3.317761090000000195e+02 4.320055700000000343e+01 7.955790000000000362e-01 -3.118420000000000081e-01
8.615245000000000175e+01 2.115577800000000153e+01 4.000314199999999687e+01 7.182140000000000191e-01 9.842610000000000525e-01
9.065218900000000701e+01 3.185728299999999891e+01 3.271554499999999877e+01 5.457429999999999781e-01 -1.112552999999999903e+00
8.874660500000000241e+01 1.059937099999999965e+01 4.776955099999999987e+01 9.072059999999999569e-01 -5.946559999999999624e-01
8.859413100000000441e+01 3.448156940000000077e+02 4.600156599999999685e+01 8.639000000000000012e-01 -4.594380000000000130e-01
8.848017400000000521e+01 2.257810389999999927e+02 5.048664000000000129e+01 9.739299999999999624e-01 -5.011360000000000259e-01
8.929382200000000580e+01 3.503484439999999722e+02 4.178566299999999956e+01 7.612480000000000357e-01 -7.415279999999999649e-01
8.877446299999999724e+01 3.385985999999999940e+00 5.012733500000000220e+01 9.650990000000000402e-01 -6.741460000000000230e-01
8.703613199999999495e+01 1.263432320000000004e+02 5.602628299999999939e+01 1.110071000000000030e+00 3.170410000000000172e-01
8.602972599999999659e+01 3.222855450000000133e+02 5.374819500000000261e+01 1.054116999999999971e+00 9.986329999999999929e-01
8.760257599999999911e+01 2.333887520000000109e+02 5.045369600000000077e+01 9.731199999999999850e-01 4.393899999999999889e-02
8.891721300000000383e+01 3.122239059999999995e+02 3.979438199999999881e+01 7.131920000000000481e-01 -4.826309999999999767e-01
8.321987900000000593e+01 3.438673650000000066e+02 3.345572099999999693e+01 5.629490000000000327e-01 2.357221000000000011e+00
8.871263899999999580e+01 4.184068500000000057e+01 3.498050700000000290e+01 5.986399999999999499e-01 -2.613940000000000152e-01
8.697875999999999408e+01 3.049879990000000021e+02 6.784066699999999628e+01 1.396644999999999914e+00 1.735500000000000098e-01
8.725031300000000556e+01 3.441690679999999816e+02 3.914972499999999656e+01 6.977090000000000236e-01 4.093669999999999809e-01
8.646383000000000152e+01 1.434888269999999864e+02 5.391905299999999812e+01 1.058316999999999952e+00 7.172119999999999607e-01
8.837212300000000198e+01 3.963780899999999718e+01 4.103376699999999744e+01 7.430639999999999468e-01 -2.195209999999999939e-01
8.628840399999999988e+01 2.358597579999999994e+02 5.920999299999999721e+01 1.188036000000000092e+00 7.809760000000000035e-01
8.848729600000000062e+01 2.296719050000000095e+02 5.383987499999999926e+01 1.056370999999999949e+00 -5.888970000000000038e-01
8.853646200000000022e+01 3.487962160000000154e+02 4.653199200000000246e+01 8.768799999999999928e-01 -4.385780000000000234e-01
8.848366199999999537e+01 3.157085119999999847e+02 3.688855499999999665e+01 6.437319999999999709e-01 -1.895759999999999945e-01
8.899304200000000264e+01 2.553176099999999948e+01 4.880400499999999653e+01 9.325909999999999478e-01 -7.715579999999999661e-01
8.927128999999999337e+01 2.193880020000000002e+02 4.047277499999999861e+01 7.295270000000000366e-01 -6.905320000000000347e-01
8.812436200000000497e+01 1.234356709999999993e+02 6.249851699999999965e+01 1.268097000000000030e+00 -5.523989999999999734e-01
8.663850999999999658e+01 2.188393389999999954e+02 3.539267699999999905e+01 6.083420000000000494e-01 7.459590000000000387e-01
8.625719100000000594e+01 1.980967330000000004e+02 4.380364399999999847e+01 8.102530000000000010e-01 9.159620000000000539e-01
8.800078800000000001e+01 3.100617409999999836e+02 3.424981799999999765e+01 5.814960000000000129e-01 9.631000000000000671e-02
8.670167200000000207e+01 3.234964150000000132e+02 4.481886800000000193e+01 8.350020000000000220e-01 6.563740000000000130e-01
8.716076700000000699e+01 3.091884499999999889e+02 5.208891799999999961e+01 1.013322999999999974e+00 2.941909999999999803e-01
8.658090400000000386e+01 5.017699799999999755e+01 6.328407500000000141e+01 1.287130000000000107e+00 5.296250000000000124e-01
8.930244199999999921e+01 3.181186030000000073e+02 3.334249499999999955e+01 5.603120000000000323e-01 -5.026119999999999477e-01
8.879429100000000119e+01 4.693561799999999806e+01 4.403130800000000278e+01 8.157980000000000231e-01 -5.250010000000000510e-01
8.727766900000000305e+01 2.084775899999999922e+02 4.146163200000000160e+01 7.534070000000000489e-01 3.683830000000000160e-01
8.916828900000000147e+01 3.249121700000000033e+02 3.966517900000000196e+01 7.100859999999999950e-01 -6.123530000000000362e-01
8.755128100000000302e+01 2.851275700000000057e+01 5.562280700000000166e+01 1.100168999999999953e+00 -1.656099999999999933e-02
8.630119000000000540e+01 2.360400510000000054e+02 6.243120799999999804e+01 1.266464999999999952e+00 7.382360000000000033e-01
8.664510599999999840e+01 3.206672239999999761e+02 6.709819299999999487e+01 1.378913000000000055e+00 4.316249999999999809e-01
8.918451199999999801e+01 3.548542830000000095e+02 3.777895800000000293e+01 6.649220000000000130e-01 -5.679359999999999964e-01
8.946197499999999536e+01 3.303084779999999796e+02 4.370541999999999661e+01 8.078610000000000513e-01 -8.940519999999999579e-01
8.953267599999999504e+01 1.652637700000000009e+01 2.760921799999999848e+01 4.295220000000000149e-01 -4.444119999999999737e-01
8.823426200000000108e+01 1.263721950000000049e+02 6.102388200000000040e+01 1.232267999999999919e+00 -5.948689999999999811e-01
8.797092499999999404e+01 3.398425900000000155e+01 4.008369900000000285e+01 7.201530000000000431e-01 1.480199999999999919e-02
8.986377899999999386e+01 1.944418029999999931e+02 3.178220999999999918e+01 5.241670000000000496e-01 -7.154190000000000271e-01
8.626770199999999988e+01 3.030377340000000004e+02 5.224919400000000280e+01 1.017263999999999946e+00 8.574720000000000120e-01
8.942695200000000000e+01 2.280174210000000130e+02 4.383607500000000101e+01 8.110420000000000407e-01 -8.783300000000000551e-01
8.420161099999999976e+01 3.449003440000000182e+02 3.265326799999999707e+01 5.443000000000000060e-01 1.878811999999999927e+00
8.748604299999999512e+01 3.432222740000000272e+02 2.847314000000000078e+01 4.488530000000000020e-01 3.933650000000000202e-01
8.945327799999999741e+01 1.809622589999999889e+02 3.800358500000000106e+01 6.702810000000000157e-01 -7.126139999999999697e-01
8.739217299999999966e+01 3.300262139999999818e+02 3.603662099999999668e+01 6.235429999999999584e-01 3.700609999999999733e-01
8.887330099999999788e+01 1.708943899999999871e+01 3.632345800000000224e+01 6.303309999999999746e-01 -3.722489999999999966e-01
8.784057500000000118e+01 2.674951799999999835e+01 4.129007099999999753e+01 7.492579999999999796e-01 6.422899999999999443e-02
8.883090500000000134e+01 3.536043290000000070e+02 5.474128300000000280e+01 1.078521000000000063e+00 -8.359779999999999989e-01
8.881123300000000143e+01 5.926960700000000060e+01 5.403948299999999705e+01 1.061277000000000026e+00 -8.037840000000000540e-01
8.788324099999999817e+01 3.201737899999999826e+01 5.476100199999999774e+01 1.079004999999999992e+00 -2.175249999999999961e-01
8.705551199999999312e+01 1.416177539999999908e+02 4.647091100000000097e+01 8.753849999999999687e-01 4.338350000000000262e-01
